DÍA;HORA;NOX;CO;HUMO
23/03/2022;10:06:00 a. m.;69;73;231
23/03/2022;10:07:00 a. m.;41;481;213
23/03/2022;10:08:00 a. m.;31;301;399
23/03/2022;10:09:00 a. m.;152;349;48
23/03/2022;10:10:00 a. m.;122;1016;108
23/03/2022;10:11:00 a. m.;106;480;294
23/03/2022;10:12:00 a. m.;40;524;413
23/03/2022;10:13:00 a. m.;63;128;277
23/03/2022;10:14:00 a. m.;36;184;24
23/03/2022;10:15:00 a. m.;40;1179;141
23/03/2022;10:16:00 a. m.;12;468;425
23/03/2022;10:17:00 a. m.;55;1068;408
23/03/2022;10:18:00 a. m.;106;178;116
23/03/2022;10:19:00 a. m.;20;185;62
23/03/2022;10:20:00 a. m.;125;1066;30
23/03/2022;10:21:00 a. m.;121;1150;0
23/03/2022;10:22:00 a. m.;49;1061;325
23/03/2022;10:23:00 a. m.;154;107;394
23/03/2022;10:24:00 a. m.;74;1032;265
23/03/2022;10:25:00 a. m.;24;380;106
23/03/2022;10:26:00 a. m.;71;31;375
23/03/2022;10:27:00 a. m.;29;977;111
23/03/2022;10:28:00 a. m.;70;64;89
23/03/2022;10:29:00 a. m.;151;47;328
23/03/2022;10:30:00 a. m.;106;743;239
23/03/2022;10:31:00 a. m.;122;1238;386
23/03/2022;10:32:00 a. m.;113;1241;54
23/03/2022;10:33:00 a. m.;94;58;190
23/03/2022;10:34:00 a. m.;17;261;308
23/03/2022;10:35:00 a. m.;44;808;302
23/03/2022;10:36:00 a. m.;53;1094;40
23/03/2022;10:37:00 a. m.;115;868;88
23/03/2022;10:38:00 a. m.;95;1129;225
23/03/2022;10:39:00 a. m.;56;481;274
23/03/2022;10:40:00 a. m.;146;1224;430
23/03/2022;10:41:00 a. m.;0;1143;426
23/03/2022;10:42:00 a. m.;55;1006;204
23/03/2022;10:43:00 a. m.;54;622;132
23/03/2022;10:44:00 a. m.;4;460;161
23/03/2022;10:45:00 a. m.;46;909;5
23/03/2022;10:46:00 a. m.;83;524;106
23/03/2022;10:47:00 a. m.;63;1135;135
23/03/2022;10:48:00 a. m.;72;942;204
23/03/2022;10:49:00 a. m.;119;215;362
23/03/2022;10:50:00 a. m.;26;949;85
23/03/2022;10:51:00 a. m.;100;822;421
23/03/2022;10:52:00 a. m.;31;989;205
23/03/2022;10:53:00 a. m.;110;548;195
23/03/2022;10:54:00 a. m.;40;198;0
23/03/2022;10:55:00 a. m.;11;739;39
23/03/2022;10:56:00 a. m.;39;1242;418
23/03/2022;10:57:00 a. m.;125;986;103
23/03/2022;10:58:00 a. m.;13;447;427
23/03/2022;10:59:00 a. m.;22;796;95
23/03/2022;11:00:00 a. m.;105;208;126
23/03/2022;11:01:00 a. m.;139;1001;250
23/03/2022;11:02:00 a. m.;36;252;303
23/03/2022;11:03:00 a. m.;50;442;290
23/03/2022;11:04:00 a. m.;95;596;163
23/03/2022;11:05:00 a. m.;94;322;305
23/03/2022;11:06:00 a. m.;140;333;230
23/03/2022;11:07:00 a. m.;92;923;56
23/03/2022;11:08:00 a. m.;49;1225;290
23/03/2022;11:09:00 a. m.;87;576;46
23/03/2022;11:10:00 a. m.;123;140;260
23/03/2022;11:11:00 a. m.;107;432;75
23/03/2022;11:12:00 a. m.;132;797;0
23/03/2022;11:13:00 a. m.;74;160;301
23/03/2022;11:14:00 a. m.;93;108;432
23/03/2022;11:15:00 a. m.;17;280;310
23/03/2022;11:16:00 a. m.;57;39;8
23/03/2022;11:17:00 a. m.;14;921;24
23/03/2022;11:18:00 a. m.;82;188;431
23/03/2022;11:19:00 a. m.;23;682;432
23/03/2022;11:20:00 a. m.;122;128;128
23/03/2022;11:21:00 a. m.;148;164;327
23/03/2022;11:22:00 a. m.;84;1096;67
23/03/2022;11:23:00 a. m.;139;221;222
23/03/2022;11:24:00 a. m.;52;957;359
23/03/2022;11:25:00 a. m.;30;413;77
23/03/2022;11:26:00 a. m.;109;1016;385
23/03/2022;11:27:00 a. m.;51;16;46
23/03/2022;11:28:00 a. m.;88;604;41
23/03/2022;11:29:00 a. m.;91;453;102
23/03/2022;11:30:00 a. m.;111;409;216
23/03/2022;11:31:00 a. m.;58;1171;315
23/03/2022;11:32:00 a. m.;142;1079;323
23/03/2022;11:33:00 a. m.;92;260;151
23/03/2022;11:34:00 a. m.;5;847;26
23/03/2022;11:35:00 a. m.;142;214;311
23/03/2022;11:36:00 a. m.;86;1009;329
23/03/2022;11:37:00 a. m.;6;293;404
23/03/2022;11:38:00 a. m.;65;1029;102
23/03/2022;11:39:00 a. m.;141;615;105
23/03/2022;11:40:00 a. m.;15;579;129
23/03/2022;11:41:00 a. m.;152;961;325
23/03/2022;11:42:00 a. m.;103;1195;6
23/03/2022;11:43:00 a. m.;13;46;52
23/03/2022;11:44:00 a. m.;15;520;128
23/03/2022;11:45:00 a. m.;105;188;89
23/03/2022;11:46:00 a. m.;93;1193;185
23/03/2022;11:47:00 a. m.;40;332;78
23/03/2022;11:48:00 a. m.;110;1149;246
23/03/2022;11:49:00 a. m.;73;1100;301
23/03/2022;11:50:00 a. m.;118;1018;262
23/03/2022;11:51:00 a. m.;101;56;139
23/03/2022;11:52:00 a. m.;72;516;343
23/03/2022;11:53:00 a. m.;138;714;368
23/03/2022;11:54:00 a. m.;100;834;336
23/03/2022;11:55:00 a. m.;39;852;65
23/03/2022;11:56:00 a. m.;57;1157;64
23/03/2022;11:57:00 a. m.;47;442;341
23/03/2022;11:58:00 a. m.;142;23;377
23/03/2022;11:59:00 a. m.;151;36;231
23/03/2022;12:00:00 p. m.;43;410;347
23/03/2022;12:01:00 p. m.;4;141;23
23/03/2022;12:02:00 p. m.;66;265;146
23/03/2022;12:03:00 p. m.;52;443;363
23/03/2022;12:04:00 p. m.;127;671;181
23/03/2022;12:05:00 p. m.;98;653;117
23/03/2022;12:06:00 p. m.;125;173;368
23/03/2022;12:07:00 p. m.;10;1179;402
23/03/2022;12:08:00 p. m.;117;288;24
23/03/2022;12:09:00 p. m.;35;684;43
23/03/2022;12:10:00 p. m.;57;435;318
23/03/2022;12:11:00 p. m.;28;914;339
23/03/2022;12:12:00 p. m.;133;470;82
23/03/2022;12:13:00 p. m.;73;208;336
23/03/2022;12:14:00 p. m.;85;63;66
23/03/2022;12:15:00 p. m.;122;952;132
23/03/2022;12:16:00 p. m.;140;420;320
23/03/2022;12:17:00 p. m.;135;1048;235
23/03/2022;12:18:00 p. m.;76;369;5
23/03/2022;12:19:00 p. m.;91;687;362
23/03/2022;12:20:00 p. m.;0;641;1
23/03/2022;12:21:00 p. m.;65;566;319
23/03/2022;12:22:00 p. m.;118;131;334
23/03/2022;12:23:00 p. m.;81;443;244
23/03/2022;12:24:00 p. m.;6;276;5
23/03/2022;12:25:00 p. m.;8;852;220
23/03/2022;12:26:00 p. m.;80;539;166
23/03/2022;12:27:00 p. m.;15;170;220
23/03/2022;12:28:00 p. m.;87;1064;350
23/03/2022;12:29:00 p. m.;130;1066;64
23/03/2022;12:30:00 p. m.;110;251;145
23/03/2022;12:31:00 p. m.;78;846;383
23/03/2022;12:32:00 p. m.;55;1165;168
23/03/2022;12:33:00 p. m.;66;474;295
23/03/2022;12:34:00 p. m.;72;339;278
23/03/2022;12:35:00 p. m.;9;564;187
23/03/2022;12:36:00 p. m.;55;227;209
23/03/2022;12:37:00 p. m.;34;460;199
23/03/2022;12:38:00 p. m.;77;621;174
23/03/2022;12:39:00 p. m.;32;1002;68
23/03/2022;12:40:00 p. m.;99;657;213
23/03/2022;12:41:00 p. m.;32;257;148
23/03/2022;12:42:00 p. m.;56;445;422
23/03/2022;12:43:00 p. m.;70;465;411
23/03/2022;12:44:00 p. m.;105;534;302
23/03/2022;12:45:00 p. m.;6;113;405
23/03/2022;12:46:00 p. m.;66;928;201
23/03/2022;12:47:00 p. m.;148;698;35
23/03/2022;12:48:00 p. m.;65;1026;397
23/03/2022;12:49:00 p. m.;37;168;312
23/03/2022;12:50:00 p. m.;55;871;228
23/03/2022;12:51:00 p. m.;99;588;172
23/03/2022;12:52:00 p. m.;121;949;166
23/03/2022;12:53:00 p. m.;92;1125;256
23/03/2022;12:54:00 p. m.;33;945;278
23/03/2022;12:55:00 p. m.;51;263;61
23/03/2022;12:56:00 p. m.;42;632;326
23/03/2022;12:57:00 p. m.;11;264;226
23/03/2022;12:58:00 p. m.;79;195;20
23/03/2022;12:59:00 p. m.;80;366;25
23/03/2022;1:00:00 p. m.;60;666;198
23/03/2022;1:01:00 p. m.;136;595;169
23/03/2022;1:02:00 p. m.;4;335;113
23/03/2022;1:03:00 p. m.;39;45;388
23/03/2022;1:04:00 p. m.;83;11;417
23/03/2022;1:05:00 p. m.;8;982;6
23/03/2022;1:06:00 p. m.;7;421;13
23/03/2022;1:07:00 p. m.;9;118;246
23/03/2022;1:08:00 p. m.;29;712;111
23/03/2022;1:09:00 p. m.;15;1061;298
23/03/2022;1:10:00 p. m.;101;140;193
23/03/2022;1:11:00 p. m.;114;39;263
23/03/2022;1:12:00 p. m.;126;854;15
23/03/2022;1:13:00 p. m.;118;801;140
23/03/2022;1:14:00 p. m.;24;486;402
23/03/2022;1:15:00 p. m.;87;364;105
23/03/2022;1:16:00 p. m.;149;396;36
23/03/2022;1:17:00 p. m.;96;564;89
23/03/2022;1:18:00 p. m.;6;112;321
23/03/2022;1:19:00 p. m.;123;1117;26
23/03/2022;1:20:00 p. m.;84;938;342
23/03/2022;1:21:00 p. m.;77;673;280
23/03/2022;1:22:00 p. m.;25;391;305
23/03/2022;1:23:00 p. m.;50;509;11
23/03/2022;1:24:00 p. m.;55;501;32
23/03/2022;1:25:00 p. m.;143;1004;296
23/03/2022;1:26:00 p. m.;96;492;160
23/03/2022;1:27:00 p. m.;19;45;240
23/03/2022;1:28:00 p. m.;100;685;165
23/03/2022;1:29:00 p. m.;79;477;396
23/03/2022;1:30:00 p. m.;47;1124;428
23/03/2022;1:31:00 p. m.;16;180;392
23/03/2022;1:32:00 p. m.;146;527;211
23/03/2022;1:33:00 p. m.;129;424;362
23/03/2022;1:34:00 p. m.;140;591;188
23/03/2022;1:35:00 p. m.;117;181;168
23/03/2022;1:36:00 p. m.;11;355;52
23/03/2022;1:37:00 p. m.;8;487;127
23/03/2022;1:38:00 p. m.;59;178;169
23/03/2022;1:39:00 p. m.;98;284;300
23/03/2022;1:40:00 p. m.;91;834;387
23/03/2022;1:41:00 p. m.;112;289;30
23/03/2022;1:42:00 p. m.;88;535;93
23/03/2022;1:43:00 p. m.;150;358;328
23/03/2022;1:44:00 p. m.;123;915;421
23/03/2022;1:45:00 p. m.;98;1151;188
23/03/2022;1:46:00 p. m.;99;122;117
23/03/2022;1:47:00 p. m.;41;773;46
23/03/2022;1:48:00 p. m.;123;637;262
23/03/2022;1:49:00 p. m.;98;1157;126
23/03/2022;1:50:00 p. m.;109;905;38
23/03/2022;1:51:00 p. m.;68;873;162
23/03/2022;1:52:00 p. m.;11;77;419
23/03/2022;1:53:00 p. m.;113;873;47
23/03/2022;1:54:00 p. m.;86;246;343
23/03/2022;1:55:00 p. m.;35;367;240
23/03/2022;1:56:00 p. m.;122;558;201
23/03/2022;1:57:00 p. m.;45;420;171
23/03/2022;1:58:00 p. m.;34;955;337
23/03/2022;1:59:00 p. m.;125;458;1
23/03/2022;2:00:00 p. m.;149;199;182
23/03/2022;2:01:00 p. m.;23;318;193
23/03/2022;2:02:00 p. m.;69;940;167
23/03/2022;2:03:00 p. m.;103;262;94
23/03/2022;2:04:00 p. m.;25;263;138
23/03/2022;2:05:00 p. m.;141;346;160
23/03/2022;2:06:00 p. m.;22;156;2
23/03/2022;2:07:00 p. m.;44;1008;57
23/03/2022;2:08:00 p. m.;134;938;229
23/03/2022;2:09:00 p. m.;48;833;24
23/03/2022;2:10:00 p. m.;4;218;94
23/03/2022;2:11:00 p. m.;41;518;51
23/03/2022;2:12:00 p. m.;44;885;338
23/03/2022;2:13:00 p. m.;74;594;234
23/03/2022;2:14:00 p. m.;105;846;312
23/03/2022;2:15:00 p. m.;123;333;55
23/03/2022;2:16:00 p. m.;48;835;198
23/03/2022;2:17:00 p. m.;66;399;419
23/03/2022;2:18:00 p. m.;31;393;32
23/03/2022;2:19:00 p. m.;17;632;402
23/03/2022;2:20:00 p. m.;18;731;213
23/03/2022;2:21:00 p. m.;32;863;306
23/03/2022;2:22:00 p. m.;138;565;18
23/03/2022;2:23:00 p. m.;57;1190;378
23/03/2022;2:24:00 p. m.;25;453;267
23/03/2022;2:25:00 p. m.;19;1025;101
23/03/2022;2:26:00 p. m.;103;1205;426
23/03/2022;2:27:00 p. m.;58;38;284
23/03/2022;2:28:00 p. m.;48;891;347
23/03/2022;2:29:00 p. m.;97;24;311
23/03/2022;2:30:00 p. m.;65;768;363
23/03/2022;2:31:00 p. m.;41;1073;358
23/03/2022;2:32:00 p. m.;145;978;190
23/03/2022;2:33:00 p. m.;113;1167;149
23/03/2022;2:34:00 p. m.;27;712;69
23/03/2022;2:35:00 p. m.;23;1180;6
23/03/2022;2:36:00 p. m.;139;23;49
23/03/2022;2:37:00 p. m.;99;1051;83
23/03/2022;2:38:00 p. m.;147;1111;102
23/03/2022;2:39:00 p. m.;33;659;88
23/03/2022;2:40:00 p. m.;134;427;429
23/03/2022;2:41:00 p. m.;23;688;313
23/03/2022;2:42:00 p. m.;45;411;241
23/03/2022;2:43:00 p. m.;41;1156;13
23/03/2022;2:44:00 p. m.;125;751;307
23/03/2022;2:45:00 p. m.;74;777;82
23/03/2022;2:46:00 p. m.;74;586;215
23/03/2022;2:47:00 p. m.;70;279;147
23/03/2022;2:48:00 p. m.;101;1168;396
23/03/2022;2:49:00 p. m.;152;515;41
23/03/2022;2:50:00 p. m.;40;1239;69
23/03/2022;2:51:00 p. m.;138;304;402
23/03/2022;2:52:00 p. m.;4;228;365
23/03/2022;2:53:00 p. m.;70;1198;232
23/03/2022;2:54:00 p. m.;97;32;375
23/03/2022;2:55:00 p. m.;95;5;92
23/03/2022;2:56:00 p. m.;114;17;322
23/03/2022;2:57:00 p. m.;84;126;211
23/03/2022;2:58:00 p. m.;99;795;101
23/03/2022;2:59:00 p. m.;112;247;223
23/03/2022;3:00:00 p. m.;21;14;310
23/03/2022;3:01:00 p. m.;32;595;388
23/03/2022;3:02:00 p. m.;136;727;379
23/03/2022;3:03:00 p. m.;65;843;137
23/03/2022;3:04:00 p. m.;106;291;23
23/03/2022;3:05:00 p. m.;132;580;415
23/03/2022;3:06:00 p. m.;56;399;161
23/03/2022;3:07:00 p. m.;114;855;115
23/03/2022;3:08:00 p. m.;106;828;94
23/03/2022;3:09:00 p. m.;35;1140;431
23/03/2022;3:10:00 p. m.;74;193;314
23/03/2022;3:11:00 p. m.;98;213;192
23/03/2022;3:12:00 p. m.;31;719;201
23/03/2022;3:13:00 p. m.;66;542;414
23/03/2022;3:14:00 p. m.;42;756;132
23/03/2022;3:15:00 p. m.;66;1220;307
23/03/2022;3:16:00 p. m.;108;389;196
23/03/2022;3:17:00 p. m.;152;771;174
23/03/2022;3:18:00 p. m.;80;642;16
23/03/2022;3:19:00 p. m.;78;508;343
23/03/2022;3:20:00 p. m.;29;1179;347
23/03/2022;3:21:00 p. m.;85;77;92
23/03/2022;3:22:00 p. m.;5;1204;366
23/03/2022;3:23:00 p. m.;59;1209;377
23/03/2022;3:24:00 p. m.;94;529;402
23/03/2022;3:25:00 p. m.;1;147;136
23/03/2022;3:26:00 p. m.;95;229;342
23/03/2022;3:27:00 p. m.;41;692;103
23/03/2022;3:28:00 p. m.;4;130;80
23/03/2022;3:29:00 p. m.;82;925;134
23/03/2022;3:30:00 p. m.;133;631;71
23/03/2022;3:31:00 p. m.;141;464;23
23/03/2022;3:32:00 p. m.;129;1055;264
23/03/2022;3:33:00 p. m.;18;419;353
23/03/2022;3:34:00 p. m.;138;619;308
23/03/2022;3:35:00 p. m.;117;92;245
23/03/2022;3:36:00 p. m.;23;973;35
23/03/2022;3:37:00 p. m.;123;480;239
23/03/2022;3:38:00 p. m.;110;460;228
23/03/2022;3:39:00 p. m.;17;423;329
23/03/2022;3:40:00 p. m.;31;616;111
23/03/2022;3:41:00 p. m.;99;309;267
23/03/2022;3:42:00 p. m.;65;1021;165
23/03/2022;3:43:00 p. m.;29;778;197
23/03/2022;3:44:00 p. m.;123;869;220
23/03/2022;3:45:00 p. m.;28;284;39
23/03/2022;3:46:00 p. m.;137;1079;394
23/03/2022;3:47:00 p. m.;27;993;424
23/03/2022;3:48:00 p. m.;99;75;212
23/03/2022;3:49:00 p. m.;135;704;61
23/03/2022;3:50:00 p. m.;68;484;139
23/03/2022;3:51:00 p. m.;81;204;269
23/03/2022;3:52:00 p. m.;34;796;20
23/03/2022;3:53:00 p. m.;6;491;321
23/03/2022;3:54:00 p. m.;92;672;313
23/03/2022;3:55:00 p. m.;27;636;413
23/03/2022;3:56:00 p. m.;120;762;195
23/03/2022;3:57:00 p. m.;115;1237;319
23/03/2022;3:58:00 p. m.;71;121;208
23/03/2022;3:59:00 p. m.;97;884;240
23/03/2022;4:00:00 p. m.;128;951;86
23/03/2022;4:01:00 p. m.;154;633;298
23/03/2022;4:02:00 p. m.;76;664;129
23/03/2022;4:03:00 p. m.;145;1176;203
23/03/2022;4:04:00 p. m.;40;955;13
23/03/2022;4:05:00 p. m.;97;447;328
23/03/2022;4:06:00 p. m.;11;350;221
23/03/2022;4:07:00 p. m.;44;573;326
23/03/2022;4:08:00 p. m.;107;570;113
23/03/2022;4:09:00 p. m.;101;359;48
23/03/2022;4:10:00 p. m.;42;258;327
23/03/2022;4:11:00 p. m.;113;603;95
23/03/2022;4:12:00 p. m.;146;1115;301
23/03/2022;4:13:00 p. m.;70;784;78
23/03/2022;4:14:00 p. m.;25;981;249
23/03/2022;4:15:00 p. m.;29;557;77
23/03/2022;4:16:00 p. m.;65;907;431
23/03/2022;4:17:00 p. m.;123;250;90
23/03/2022;4:18:00 p. m.;83;1049;226
23/03/2022;4:19:00 p. m.;6;869;42
23/03/2022;4:20:00 p. m.;42;1041;216
23/03/2022;4:21:00 p. m.;90;487;343
23/03/2022;4:22:00 p. m.;24;1002;340
23/03/2022;4:23:00 p. m.;108;222;188
23/03/2022;4:24:00 p. m.;90;112;209
23/03/2022;4:25:00 p. m.;53;145;228
23/03/2022;4:26:00 p. m.;25;308;2
23/03/2022;4:27:00 p. m.;116;1118;0
23/03/2022;4:28:00 p. m.;27;763;196
23/03/2022;4:29:00 p. m.;57;60;196
23/03/2022;4:30:00 p. m.;97;992;234
23/03/2022;4:31:00 p. m.;101;173;52
23/03/2022;4:32:00 p. m.;10;1044;168
23/03/2022;4:33:00 p. m.;136;219;338
23/03/2022;4:34:00 p. m.;64;997;234
23/03/2022;4:35:00 p. m.;152;982;267
23/03/2022;4:36:00 p. m.;26;444;377
23/03/2022;4:37:00 p. m.;107;374;318
23/03/2022;4:38:00 p. m.;102;632;99
23/03/2022;4:39:00 p. m.;116;664;113
23/03/2022;4:40:00 p. m.;117;543;349
23/03/2022;4:41:00 p. m.;82;1158;402
23/03/2022;4:42:00 p. m.;91;183;91
23/03/2022;4:43:00 p. m.;41;485;256
23/03/2022;4:44:00 p. m.;31;374;35
23/03/2022;4:45:00 p. m.;79;36;295
23/03/2022;4:46:00 p. m.;100;763;313
23/03/2022;4:47:00 p. m.;75;884;170
23/03/2022;4:48:00 p. m.;62;353;418
23/03/2022;4:49:00 p. m.;71;885;2
23/03/2022;4:50:00 p. m.;60;886;112
23/03/2022;4:51:00 p. m.;96;889;295
23/03/2022;4:52:00 p. m.;128;582;51
23/03/2022;4:53:00 p. m.;5;728;114
23/03/2022;4:54:00 p. m.;59;142;258
23/03/2022;4:55:00 p. m.;48;238;404
23/03/2022;4:56:00 p. m.;46;328;208
23/03/2022;4:57:00 p. m.;62;1069;237
23/03/2022;4:58:00 p. m.;119;701;272
23/03/2022;4:59:00 p. m.;106;999;403
23/03/2022;5:00:00 p. m.;145;1074;395
23/03/2022;5:01:00 p. m.;124;1042;56
23/03/2022;5:02:00 p. m.;89;1040;263
23/03/2022;5:03:00 p. m.;120;411;382
23/03/2022;5:04:00 p. m.;69;823;397
23/03/2022;5:05:00 p. m.;59;477;254
23/03/2022;5:06:00 p. m.;58;1037;429
23/03/2022;5:07:00 p. m.;50;1200;384
23/03/2022;5:08:00 p. m.;41;1005;15
23/03/2022;5:09:00 p. m.;16;850;227
23/03/2022;5:10:00 p. m.;118;34;416
23/03/2022;5:11:00 p. m.;132;166;369
23/03/2022;5:12:00 p. m.;44;753;326
23/03/2022;5:13:00 p. m.;26;169;330
23/03/2022;5:14:00 p. m.;114;1115;227
23/03/2022;5:15:00 p. m.;85;540;93
23/03/2022;5:16:00 p. m.;38;192;251
23/03/2022;5:17:00 p. m.;60;964;322
23/03/2022;5:18:00 p. m.;124;1166;187
23/03/2022;5:19:00 p. m.;139;212;264
23/03/2022;5:20:00 p. m.;154;123;331
23/03/2022;5:21:00 p. m.;130;898;333
23/03/2022;5:22:00 p. m.;89;106;132
23/03/2022;5:23:00 p. m.;148;125;121
23/03/2022;5:24:00 p. m.;67;916;337
23/03/2022;5:25:00 p. m.;44;577;42
23/03/2022;5:26:00 p. m.;63;867;352
23/03/2022;5:27:00 p. m.;142;212;67
23/03/2022;5:28:00 p. m.;76;1247;381
23/03/2022;5:29:00 p. m.;36;638;282
23/03/2022;5:30:00 p. m.;139;158;328
23/03/2022;5:31:00 p. m.;15;572;372
23/03/2022;5:32:00 p. m.;103;1124;291
23/03/2022;5:33:00 p. m.;35;934;379
23/03/2022;5:34:00 p. m.;129;201;180
23/03/2022;5:35:00 p. m.;143;675;77
23/03/2022;5:36:00 p. m.;41;1176;413
23/03/2022;5:37:00 p. m.;108;189;90
23/03/2022;5:38:00 p. m.;22;309;38
23/03/2022;5:39:00 p. m.;55;979;124
23/03/2022;5:40:00 p. m.;37;506;404
23/03/2022;5:41:00 p. m.;131;39;281
23/03/2022;5:42:00 p. m.;37;453;11
23/03/2022;5:43:00 p. m.;59;1195;67
23/03/2022;5:44:00 p. m.;62;626;183
23/03/2022;5:45:00 p. m.;142;662;313
23/03/2022;5:46:00 p. m.;150;559;124
23/03/2022;5:47:00 p. m.;25;1056;168
23/03/2022;5:48:00 p. m.;68;959;72
23/03/2022;5:49:00 p. m.;115;59;113
23/03/2022;5:50:00 p. m.;3;8;270
23/03/2022;5:51:00 p. m.;61;396;393
23/03/2022;5:52:00 p. m.;148;578;74
23/03/2022;5:53:00 p. m.;121;719;91
23/03/2022;5:54:00 p. m.;22;492;313
23/03/2022;5:55:00 p. m.;120;383;264
23/03/2022;5:56:00 p. m.;60;31;79
23/03/2022;5:57:00 p. m.;141;628;402
23/03/2022;5:58:00 p. m.;83;401;96
23/03/2022;5:59:00 p. m.;57;129;330
23/03/2022;6:00:00 p. m.;18;66;392
23/03/2022;6:00:00 a. m.;116;1021;336
24/03/2022;6:00:00 a. m.;150;104;283
24/03/2022;6:01:00 a. m.;53;148;185
24/03/2022;6:02:00 a. m.;136;331;259
24/03/2022;6:03:00 a. m.;16;56;259
24/03/2022;6:04:00 a. m.;38;65;421
24/03/2022;6:05:00 a. m.;77;25;82
24/03/2022;6:06:00 a. m.;117;308;250
24/03/2022;6:07:00 a. m.;94;450;10
24/03/2022;6:08:00 a. m.;70;434;136
24/03/2022;6:09:00 a. m.;107;1061;102
24/03/2022;6:10:00 a. m.;52;1199;125
24/03/2022;6:11:00 a. m.;79;577;385
24/03/2022;6:12:00 a. m.;10;1243;146
24/03/2022;6:13:00 a. m.;95;127;295
24/03/2022;6:14:00 a. m.;1;925;432
24/03/2022;6:15:00 a. m.;110;524;316
24/03/2022;6:16:00 a. m.;43;248;210
24/03/2022;6:17:00 a. m.;108;189;335
24/03/2022;6:18:00 a. m.;90;252;226
24/03/2022;6:19:00 a. m.;92;864;220
24/03/2022;6:20:00 a. m.;55;614;272
24/03/2022;6:21:00 a. m.;9;907;223
24/03/2022;6:22:00 a. m.;88;204;345
24/03/2022;6:23:00 a. m.;127;313;81
24/03/2022;6:24:00 a. m.;2;1059;5
24/03/2022;6:25:00 a. m.;103;793;23
24/03/2022;6:26:00 a. m.;80;593;171
24/03/2022;6:27:00 a. m.;86;98;36
24/03/2022;6:28:00 a. m.;26;523;216
24/03/2022;6:29:00 a. m.;112;682;379
24/03/2022;6:30:00 a. m.;94;918;55
24/03/2022;6:31:00 a. m.;149;184;371
24/03/2022;6:32:00 a. m.;115;624;374
24/03/2022;6:33:00 a. m.;1;352;227
24/03/2022;6:34:00 a. m.;11;1163;40
24/03/2022;6:35:00 a. m.;122;559;34
24/03/2022;6:36:00 a. m.;108;217;43
24/03/2022;6:37:00 a. m.;92;330;132
24/03/2022;6:38:00 a. m.;77;1169;334
24/03/2022;6:39:00 a. m.;126;1201;13
24/03/2022;6:40:00 a. m.;24;496;416
24/03/2022;6:41:00 a. m.;20;467;252
24/03/2022;6:42:00 a. m.;123;306;287
24/03/2022;6:43:00 a. m.;58;867;149
24/03/2022;6:44:00 a. m.;33;1165;176
24/03/2022;6:45:00 a. m.;64;837;367
24/03/2022;6:46:00 a. m.;98;964;274
24/03/2022;6:47:00 a. m.;11;680;65
24/03/2022;6:48:00 a. m.;90;1006;281
24/03/2022;6:49:00 a. m.;126;19;343
24/03/2022;6:50:00 a. m.;32;1046;291
24/03/2022;6:51:00 a. m.;8;845;372
24/03/2022;6:52:00 a. m.;116;39;324
24/03/2022;6:53:00 a. m.;144;381;30
24/03/2022;6:54:00 a. m.;102;51;155
24/03/2022;6:55:00 a. m.;129;1007;184
24/03/2022;6:56:00 a. m.;99;1106;264
24/03/2022;6:57:00 a. m.;128;148;298
24/03/2022;6:58:00 a. m.;126;629;52
24/03/2022;6:59:00 a. m.;137;1133;422
24/03/2022;7:00:00 a. m.;3;991;276
24/03/2022;7:01:00 a. m.;5;607;363
24/03/2022;7:02:00 a. m.;78;1096;395
24/03/2022;7:03:00 a. m.;121;628;248
24/03/2022;7:04:00 a. m.;9;531;213
24/03/2022;7:05:00 a. m.;103;55;334
24/03/2022;7:06:00 a. m.;83;1138;263
24/03/2022;7:07:00 a. m.;55;1151;283
24/03/2022;7:08:00 a. m.;91;177;318
24/03/2022;7:09:00 a. m.;59;903;251
24/03/2022;7:10:00 a. m.;104;328;246
24/03/2022;7:11:00 a. m.;74;1130;309
24/03/2022;7:12:00 a. m.;113;371;150
24/03/2022;7:13:00 a. m.;147;783;166
24/03/2022;7:14:00 a. m.;69;500;197
24/03/2022;7:15:00 a. m.;154;388;361
24/03/2022;7:16:00 a. m.;120;256;429
24/03/2022;7:17:00 a. m.;154;57;132
24/03/2022;7:18:00 a. m.;127;71;269
24/03/2022;7:19:00 a. m.;83;506;391
24/03/2022;7:20:00 a. m.;39;558;378
24/03/2022;7:21:00 a. m.;143;759;409
24/03/2022;7:22:00 a. m.;28;335;118
24/03/2022;7:23:00 a. m.;9;991;202
24/03/2022;7:24:00 a. m.;89;460;58
24/03/2022;7:25:00 a. m.;41;349;355
24/03/2022;7:26:00 a. m.;106;859;1
24/03/2022;7:27:00 a. m.;68;306;216
24/03/2022;7:28:00 a. m.;134;748;335
24/03/2022;7:29:00 a. m.;67;213;247
24/03/2022;7:30:00 a. m.;132;933;401
24/03/2022;7:31:00 a. m.;132;1203;57
24/03/2022;7:32:00 a. m.;53;864;192
24/03/2022;7:33:00 a. m.;12;856;396
24/03/2022;7:34:00 a. m.;133;1163;349
24/03/2022;7:35:00 a. m.;5;955;158
24/03/2022;7:36:00 a. m.;96;730;101
24/03/2022;7:37:00 a. m.;9;1059;3
24/03/2022;7:38:00 a. m.;138;594;36
24/03/2022;7:39:00 a. m.;47;991;61
24/03/2022;7:40:00 a. m.;151;432;222
