0,DÍA,HORA,NOX,CO,HUMO
3974,23/03/2022,12:03:00 p. m.,52,443,363
3975,23/03/2022,12:04:00 p. m.,127,671,181
3976,23/03/2022,12:05:00 p. m.,98,653,117
3977,23/03/2022,12:06:00 p. m.,125,173,368
3978,23/03/2022,12:07:00 p. m.,10,1179,402
3979,23/03/2022,12:08:00 p. m.,117,288,24
3980,23/03/2022,12:09:00 p. m.,35,684,43
3981,23/03/2022,12:10:00 p. m.,57,435,318
3982,23/03/2022,12:11:00 p. m.,28,914,339
3983,23/03/2022,12:12:00 p. m.,133,470,82
3984,23/03/2022,12:13:00 p. m.,73,208,336
3985,23/03/2022,12:14:00 p. m.,85,63,66
3986,23/03/2022,12:15:00 p. m.,122,952,132
3987,23/03/2022,12:16:00 p. m.,140,420,320
3988,23/03/2022,12:17:00 p. m.,135,1048,235
3989,23/03/2022,12:18:00 p. m.,76,369,5
3990,23/03/2022,12:19:00 p. m.,91,687,362
3991,23/03/2022,12:20:00 p. m.,0,641,1
3992,23/03/2022,12:21:00 p. m.,65,566,319
3993,23/03/2022,12:22:00 p. m.,118,131,334
3994,23/03/2022,12:23:00 p. m.,81,443,244
3995,23/03/2022,12:24:00 p. m.,6,276,5
3996,23/03/2022,12:25:00 p. m.,8,852,220
3997,23/03/2022,12:26:00 p. m.,80,539,166
3998,23/03/2022,12:27:00 p. m.,15,170,220
3999,23/03/2022,12:28:00 p. m.,87,1064,350
4000,23/03/2022,12:29:00 p. m.,130,1066,64
4001,23/03/2022,12:30:00 p. m.,110,251,145
4002,23/03/2022,12:31:00 p. m.,78,846,383
4003,23/03/2022,12:32:00 p. m.,55,1165,168
4004,23/03/2022,12:33:00 p. m.,66,474,295
4005,23/03/2022,12:34:00 p. m.,72,339,278
4006,23/03/2022,12:35:00 p. m.,9,564,187
4007,23/03/2022,12:36:00 p. m.,55,227,209
4008,23/03/2022,12:37:00 p. m.,34,460,199
4009,23/03/2022,12:38:00 p. m.,77,621,174
4010,23/03/2022,12:39:00 p. m.,32,1002,68
4011,23/03/2022,12:40:00 p. m.,99,657,213
4012,23/03/2022,12:41:00 p. m.,32,257,148
4013,23/03/2022,12:42:00 p. m.,56,445,422
4014,23/03/2022,12:43:00 p. m.,70,465,411
4015,23/03/2022,12:44:00 p. m.,105,534,302
4016,23/03/2022,12:45:00 p. m.,6,113,405
4017,23/03/2022,12:46:00 p. m.,66,928,201
4018,23/03/2022,12:47:00 p. m.,148,698,35
4019,23/03/2022,12:48:00 p. m.,65,1026,397
4020,23/03/2022,12:49:00 p. m.,37,168,312
4021,23/03/2022,12:50:00 p. m.,55,871,228
4022,23/03/2022,12:51:00 p. m.,99,588,172
4023,23/03/2022,12:52:00 p. m.,121,949,166
4024,23/03/2022,12:53:00 p. m.,92,1125,256
4025,23/03/2022,12:54:00 p. m.,33,945,278
4026,23/03/2022,12:55:00 p. m.,51,263,61
4027,23/03/2022,12:56:00 p. m.,42,632,326
4028,23/03/2022,12:57:00 p. m.,11,264,226
4029,23/03/2022,12:58:00 p. m.,79,195,20
4030,23/03/2022,12:59:00 p. m.,80,366,25
4031,23/03/2022,01:00:00 p. m.,60,666,198
4032,23/03/2022,01:01:00 p. m.,136,595,169
4033,23/03/2022,01:02:00 p. m.,4,335,113
4034,23/03/2022,01:03:00 p. m.,39,45,388
4035,23/03/2022,01:04:00 p. m.,83,11,417
4036,23/03/2022,01:05:00 p. m.,8,982,6
4037,23/03/2022,01:06:00 p. m.,7,421,13
4038,23/03/2022,01:07:00 p. m.,9,118,246
4039,23/03/2022,01:08:00 p. m.,29,712,111
4040,23/03/2022,01:09:00 p. m.,15,1061,298
4041,23/03/2022,01:10:00 p. m.,101,140,193
4042,23/03/2022,01:11:00 p. m.,114,39,263
4043,23/03/2022,01:12:00 p. m.,126,854,15
4044,23/03/2022,01:13:00 p. m.,118,801,140
4045,23/03/2022,01:14:00 p. m.,24,486,402
4046,23/03/2022,01:15:00 p. m.,87,364,105
4047,23/03/2022,01:16:00 p. m.,149,396,36
4048,23/03/2022,01:17:00 p. m.,96,564,89
4049,23/03/2022,01:18:00 p. m.,6,112,321
4050,23/03/2022,01:19:00 p. m.,123,1117,26
4051,23/03/2022,01:20:00 p. m.,84,938,342
4052,23/03/2022,01:21:00 p. m.,77,673,280
4053,23/03/2022,01:22:00 p. m.,25,391,305
4054,23/03/2022,01:23:00 p. m.,50,509,11
4055,23/03/2022,01:24:00 p. m.,55,501,32
4056,23/03/2022,01:25:00 p. m.,143,1004,296
4057,23/03/2022,01:26:00 p. m.,96,492,160
4058,23/03/2022,01:27:00 p. m.,19,45,240
4059,23/03/2022,01:28:00 p. m.,100,685,165
4060,23/03/2022,01:29:00 p. m.,79,477,396
4061,23/03/2022,01:30:00 p. m.,47,1124,428
4062,23/03/2022,01:31:00 p. m.,16,180,392
4063,23/03/2022,01:32:00 p. m.,146,527,211
4064,23/03/2022,01:33:00 p. m.,129,424,362
4065,23/03/2022,01:34:00 p. m.,140,591,188
4066,23/03/2022,01:35:00 p. m.,117,181,168
4067,23/03/2022,01:36:00 p. m.,11,355,52
4068,23/03/2022,01:37:00 p. m.,8,487,127
4069,23/03/2022,01:38:00 p. m.,59,178,169
4070,23/03/2022,01:39:00 p. m.,98,284,300
4071,23/03/2022,01:40:00 p. m.,91,834,387
4072,23/03/2022,01:41:00 p. m.,112,289,30
4073,23/03/2022,01:42:00 p. m.,88,535,93
4074,23/03/2022,01:43:00 p. m.,150,358,328
4075,23/03/2022,01:44:00 p. m.,123,915,421
4076,23/03/2022,01:45:00 p. m.,98,1151,188
4077,23/03/2022,01:46:00 p. m.,99,122,117
4078,23/03/2022,01:47:00 p. m.,41,773,46
4079,23/03/2022,01:48:00 p. m.,123,637,262
4080,23/03/2022,01:49:00 p. m.,98,1157,126
4081,23/03/2022,01:50:00 p. m.,109,905,38
4082,23/03/2022,01:51:00 p. m.,68,873,162
4083,23/03/2022,01:52:00 p. m.,11,77,419
4084,23/03/2022,01:53:00 p. m.,113,873,47
4085,23/03/2022,01:54:00 p. m.,86,246,343
4086,23/03/2022,01:55:00 p. m.,35,367,240
4087,23/03/2022,01:56:00 p. m.,122,558,201
4088,23/03/2022,01:57:00 p. m.,45,420,171
4089,23/03/2022,01:58:00 p. m.,34,955,337
4090,23/03/2022,01:59:00 p. m.,125,458,1
4091,23/03/2022,02:00:00 p. m.,149,199,182
4092,23/03/2022,02:01:00 p. m.,23,318,193
4093,23/03/2022,02:02:00 p. m.,69,940,167
4094,23/03/2022,02:03:00 p. m.,103,262,94
4095,23/03/2022,02:04:00 p. m.,25,263,138
4096,23/03/2022,02:05:00 p. m.,141,346,160
4097,23/03/2022,02:06:00 p. m.,22,156,2
4098,23/03/2022,02:07:00 p. m.,44,1008,57
4099,23/03/2022,02:08:00 p. m.,134,938,229
4100,23/03/2022,02:09:00 p. m.,48,833,24
4101,23/03/2022,02:10:00 p. m.,4,218,94
4102,23/03/2022,02:11:00 p. m.,41,518,51
4103,23/03/2022,02:12:00 p. m.,44,885,338
4104,23/03/2022,02:13:00 p. m.,74,594,234
4105,23/03/2022,02:14:00 p. m.,105,846,312
4106,23/03/2022,02:15:00 p. m.,123,333,55
4107,23/03/2022,02:16:00 p. m.,48,835,198
4108,23/03/2022,02:17:00 p. m.,66,399,419
4109,23/03/2022,02:18:00 p. m.,31,393,32
4110,23/03/2022,02:19:00 p. m.,17,632,402
4111,23/03/2022,02:20:00 p. m.,18,731,213
4112,23/03/2022,02:21:00 p. m.,32,863,306
4113,23/03/2022,02:22:00 p. m.,138,565,18
4114,23/03/2022,02:23:00 p. m.,57,1190,378
4115,23/03/2022,02:24:00 p. m.,25,453,267
4116,23/03/2022,02:25:00 p. m.,19,1025,101
4117,23/03/2022,02:26:00 p. m.,103,1205,426
4118,23/03/2022,02:27:00 p. m.,58,38,284
4119,23/03/2022,02:28:00 p. m.,48,891,347
4120,23/03/2022,02:29:00 p. m.,97,24,311
4121,23/03/2022,02:30:00 p. m.,65,768,363
4122,23/03/2022,02:31:00 p. m.,41,1073,358
4123,23/03/2022,02:32:00 p. m.,145,978,190
4124,23/03/2022,02:33:00 p. m.,113,1167,149
4125,23/03/2022,02:34:00 p. m.,27,712,69
4126,23/03/2022,02:35:00 p. m.,23,1180,6
4127,23/03/2022,02:36:00 p. m.,139,23,49
4128,23/03/2022,02:37:00 p. m.,99,1051,83
4129,23/03/2022,02:38:00 p. m.,147,1111,102
4130,23/03/2022,02:39:00 p. m.,33,659,88
4131,23/03/2022,02:40:00 p. m.,134,427,429
4132,23/03/2022,02:41:00 p. m.,23,688,313
4133,23/03/2022,02:42:00 p. m.,45,411,241
4134,23/03/2022,02:43:00 p. m.,41,1156,13
4135,23/03/2022,02:44:00 p. m.,125,751,307
4136,23/03/2022,02:45:00 p. m.,74,777,82
4137,23/03/2022,02:46:00 p. m.,74,586,215
4138,23/03/2022,02:47:00 p. m.,70,279,147
4139,23/03/2022,02:48:00 p. m.,101,1168,396
4140,23/03/2022,02:49:00 p. m.,152,515,41
4141,23/03/2022,02:50:00 p. m.,40,1239,69
4142,23/03/2022,02:51:00 p. m.,138,304,402
4143,23/03/2022,02:52:00 p. m.,4,228,365
4144,23/03/2022,02:53:00 p. m.,70,1198,232
4145,23/03/2022,02:54:00 p. m.,97,32,375
4146,23/03/2022,02:55:00 p. m.,95,5,92
4147,23/03/2022,02:56:00 p. m.,114,17,322
4148,23/03/2022,02:57:00 p. m.,84,126,211
4149,23/03/2022,02:58:00 p. m.,99,795,101
4150,23/03/2022,02:59:00 p. m.,112,247,223
4151,23/03/2022,03:00:00 p. m.,21,14,310
4152,23/03/2022,03:01:00 p. m.,32,595,388
4153,23/03/2022,03:02:00 p. m.,136,727,379
4154,23/03/2022,03:03:00 p. m.,65,843,137
4155,23/03/2022,03:04:00 p. m.,106,291,23
4156,23/03/2022,03:05:00 p. m.,132,580,415
4157,23/03/2022,03:06:00 p. m.,56,399,161
4158,23/03/2022,03:07:00 p. m.,114,855,115
4159,23/03/2022,03:08:00 p. m.,106,828,94
4160,23/03/2022,03:09:00 p. m.,35,1140,431
4161,23/03/2022,03:10:00 p. m.,74,193,314
4162,23/03/2022,03:11:00 p. m.,98,213,192
4163,23/03/2022,03:12:00 p. m.,31,719,201
4164,23/03/2022,03:13:00 p. m.,66,542,414
4165,23/03/2022,03:14:00 p. m.,42,756,132
4166,23/03/2022,03:15:00 p. m.,66,1220,307
4167,23/03/2022,03:16:00 p. m.,108,389,196
4168,23/03/2022,03:17:00 p. m.,152,771,174
4169,23/03/2022,03:18:00 p. m.,80,642,16
4170,23/03/2022,03:19:00 p. m.,78,508,343
4171,23/03/2022,03:20:00 p. m.,29,1179,347
4172,23/03/2022,03:21:00 p. m.,85,77,92
4173,23/03/2022,03:22:00 p. m.,5,1204,366
4174,23/03/2022,03:23:00 p. m.,59,1209,377
4175,23/03/2022,03:24:00 p. m.,94,529,402
4176,23/03/2022,03:25:00 p. m.,1,147,136
4177,23/03/2022,03:26:00 p. m.,95,229,342
4178,23/03/2022,03:27:00 p. m.,41,692,103
4179,23/03/2022,03:28:00 p. m.,4,130,80
4180,23/03/2022,03:29:00 p. m.,82,925,134
4181,23/03/2022,03:30:00 p. m.,133,631,71
4182,23/03/2022,03:31:00 p. m.,141,464,23
4183,23/03/2022,03:32:00 p. m.,129,1055,264
4184,23/03/2022,03:33:00 p. m.,18,419,353
4185,23/03/2022,03:34:00 p. m.,138,619,308
4186,23/03/2022,03:35:00 p. m.,117,92,245
4187,23/03/2022,03:36:00 p. m.,23,973,35
4188,23/03/2022,03:37:00 p. m.,123,480,239
4189,23/03/2022,03:38:00 p. m.,110,460,228
4190,23/03/2022,03:39:00 p. m.,17,423,329
4191,23/03/2022,03:40:00 p. m.,31,616,111
4192,23/03/2022,03:41:00 p. m.,99,309,267
4193,23/03/2022,03:42:00 p. m.,65,1021,165
4194,23/03/2022,03:43:00 p. m.,29,778,197
4195,23/03/2022,03:44:00 p. m.,123,869,220
4196,23/03/2022,03:45:00 p. m.,28,284,39
4197,23/03/2022,03:46:00 p. m.,137,1079,394
4198,23/03/2022,03:47:00 p. m.,27,993,424
4199,23/03/2022,03:48:00 p. m.,99,75,212
4200,23/03/2022,03:49:00 p. m.,135,704,61
4201,23/03/2022,03:50:00 p. m.,68,484,139
4202,23/03/2022,03:51:00 p. m.,81,204,269
4203,23/03/2022,03:52:00 p. m.,34,796,20
4204,23/03/2022,03:53:00 p. m.,6,491,321
4205,23/03/2022,03:54:00 p. m.,92,672,313
4206,23/03/2022,03:55:00 p. m.,27,636,413
4207,23/03/2022,03:56:00 p. m.,120,762,195
4208,23/03/2022,03:57:00 p. m.,115,1237,319
4209,23/03/2022,03:58:00 p. m.,71,121,208
4210,23/03/2022,03:59:00 p. m.,97,884,240
4211,23/03/2022,04:00:00 p. m.,128,951,86
4212,23/03/2022,04:01:00 p. m.,154,633,298
4213,23/03/2022,04:02:00 p. m.,76,664,129
4214,23/03/2022,04:03:00 p. m.,145,1176,203
4215,23/03/2022,04:04:00 p. m.,40,955,13
4216,23/03/2022,04:05:00 p. m.,97,447,328
4217,23/03/2022,04:06:00 p. m.,11,350,221
4218,23/03/2022,04:07:00 p. m.,44,573,326
4219,23/03/2022,04:08:00 p. m.,107,570,113
4220,23/03/2022,04:09:00 p. m.,101,359,48
4221,23/03/2022,04:10:00 p. m.,42,258,327
4222,23/03/2022,04:11:00 p. m.,113,603,95
4223,23/03/2022,04:12:00 p. m.,146,1115,301
4224,23/03/2022,04:13:00 p. m.,70,784,78
4225,23/03/2022,04:14:00 p. m.,25,981,249
4226,23/03/2022,04:15:00 p. m.,29,557,77
4227,23/03/2022,04:16:00 p. m.,65,907,431
4228,23/03/2022,04:17:00 p. m.,123,250,90
4229,23/03/2022,04:18:00 p. m.,83,1049,226
4230,23/03/2022,04:19:00 p. m.,6,869,42
4231,23/03/2022,04:20:00 p. m.,42,1041,216
4232,23/03/2022,04:21:00 p. m.,90,487,343
4233,23/03/2022,04:22:00 p. m.,24,1002,340
4234,23/03/2022,04:23:00 p. m.,108,222,188
4235,23/03/2022,04:24:00 p. m.,90,112,209
4236,23/03/2022,04:25:00 p. m.,53,145,228
4237,23/03/2022,04:26:00 p. m.,25,308,2
4238,23/03/2022,04:27:00 p. m.,116,1118,0
4239,23/03/2022,04:28:00 p. m.,27,763,196
4240,23/03/2022,04:29:00 p. m.,57,60,196
4241,23/03/2022,04:30:00 p. m.,97,992,234
4242,23/03/2022,04:31:00 p. m.,101,173,52
4243,23/03/2022,04:32:00 p. m.,10,1044,168
4244,23/03/2022,04:33:00 p. m.,136,219,338
4245,23/03/2022,04:34:00 p. m.,64,997,234
4246,23/03/2022,04:35:00 p. m.,152,982,267
4247,23/03/2022,04:36:00 p. m.,26,444,377
4248,23/03/2022,04:37:00 p. m.,107,374,318
4249,23/03/2022,04:38:00 p. m.,102,632,99
4250,23/03/2022,04:39:00 p. m.,116,664,113
4251,23/03/2022,04:40:00 p. m.,117,543,349
4252,23/03/2022,04:41:00 p. m.,82,1158,402
4253,23/03/2022,04:42:00 p. m.,91,183,91
4254,23/03/2022,04:43:00 p. m.,41,485,256
4255,23/03/2022,04:44:00 p. m.,31,374,35
4256,23/03/2022,04:45:00 p. m.,79,36,295
4257,23/03/2022,04:46:00 p. m.,100,763,313
4258,23/03/2022,04:47:00 p. m.,75,884,170
4259,23/03/2022,04:48:00 p. m.,62,353,418
4260,23/03/2022,04:49:00 p. m.,71,885,2
4261,23/03/2022,04:50:00 p. m.,60,886,112
4262,23/03/2022,04:51:00 p. m.,96,889,295
4263,23/03/2022,04:52:00 p. m.,128,582,51
4264,23/03/2022,04:53:00 p. m.,5,728,114
4265,23/03/2022,04:54:00 p. m.,59,142,258
4266,23/03/2022,04:55:00 p. m.,48,238,404
4267,23/03/2022,04:56:00 p. m.,46,328,208
4268,23/03/2022,04:57:00 p. m.,62,1069,237
4269,23/03/2022,04:58:00 p. m.,119,701,272
4270,23/03/2022,04:59:00 p. m.,106,999,403
4271,23/03/2022,05:00:00 p. m.,145,1074,395
4272,23/03/2022,05:01:00 p. m.,124,1042,56
4273,23/03/2022,05:02:00 p. m.,89,1040,263
4274,23/03/2022,05:03:00 p. m.,120,411,382
4275,23/03/2022,05:04:00 p. m.,69,823,397
4276,23/03/2022,05:05:00 p. m.,59,477,254
4277,23/03/2022,05:06:00 p. m.,58,1037,429
4278,23/03/2022,05:07:00 p. m.,50,1200,384
4279,23/03/2022,05:08:00 p. m.,41,1005,15
4280,23/03/2022,05:09:00 p. m.,16,850,227
4281,23/03/2022,05:10:00 p. m.,118,34,416
4282,23/03/2022,05:11:00 p. m.,132,166,369
4283,23/03/2022,05:12:00 p. m.,44,753,326
4284,23/03/2022,05:13:00 p. m.,26,169,330
4285,23/03/2022,05:14:00 p. m.,114,1115,227
4286,23/03/2022,05:15:00 p. m.,85,540,93
4287,23/03/2022,05:16:00 p. m.,38,192,251
4288,23/03/2022,05:17:00 p. m.,60,964,322
4289,23/03/2022,05:18:00 p. m.,124,1166,187
4290,23/03/2022,05:19:00 p. m.,139,212,264
4291,23/03/2022,05:20:00 p. m.,154,123,331
4292,23/03/2022,05:21:00 p. m.,130,898,333
4293,23/03/2022,05:22:00 p. m.,89,106,132
4294,23/03/2022,05:23:00 p. m.,148,125,121
4295,23/03/2022,05:24:00 p. m.,67,916,337
4296,23/03/2022,05:25:00 p. m.,44,577,42
4297,23/03/2022,05:26:00 p. m.,63,867,352
4298,23/03/2022,05:27:00 p. m.,142,212,67
4299,23/03/2022,05:28:00 p. m.,76,1247,381
4300,23/03/2022,05:29:00 p. m.,36,638,282
4301,23/03/2022,05:30:00 p. m.,139,158,328
4302,23/03/2022,05:31:00 p. m.,15,572,372
4303,23/03/2022,05:32:00 p. m.,103,1124,291
4304,23/03/2022,05:33:00 p. m.,35,934,379
4305,23/03/2022,05:34:00 p. m.,129,201,180
4306,23/03/2022,05:35:00 p. m.,143,675,77
4307,23/03/2022,05:36:00 p. m.,41,1176,413
4308,23/03/2022,05:37:00 p. m.,108,189,90
4309,23/03/2022,05:38:00 p. m.,22,309,38
4310,23/03/2022,05:39:00 p. m.,55,979,124
4311,23/03/2022,05:40:00 p. m.,37,506,404
4312,23/03/2022,05:41:00 p. m.,131,39,281
4313,23/03/2022,05:42:00 p. m.,37,453,11
4314,23/03/2022,05:43:00 p. m.,59,1195,67
4315,23/03/2022,05:44:00 p. m.,62,626,183
4316,23/03/2022,05:45:00 p. m.,142,662,313
4317,23/03/2022,05:46:00 p. m.,150,559,124
4318,23/03/2022,05:47:00 p. m.,25,1056,168
4319,23/03/2022,05:48:00 p. m.,68,959,72
4320,23/03/2022,05:49:00 p. m.,115,59,113
4321,23/03/2022,05:50:00 p. m.,3,8,270
4322,23/03/2022,05:51:00 p. m.,61,396,393
4323,23/03/2022,05:52:00 p. m.,148,578,74
4324,23/03/2022,05:53:00 p. m.,121,719,91
4325,23/03/2022,05:54:00 p. m.,22,492,313
4326,23/03/2022,05:55:00 p. m.,120,383,264
4327,23/03/2022,05:56:00 p. m.,60,31,79
4328,23/03/2022,05:57:00 p. m.,141,628,402
4329,23/03/2022,05:58:00 p. m.,83,401,96
4330,23/03/2022,05:59:00 p. m.,57,129,330
4331,23/03/2022,06:00:00 p. m.,18,66,392
4332,23/03/2022,06:00:00 a. m.,116,1021,336
4333,24/03/2022,06:00:00 a. m.,150,104,283
4334,24/03/2022,06:01:00 a. m.,53,148,185
4335,24/03/2022,06:02:00 a. m.,136,331,259
4336,24/03/2022,06:03:00 a. m.,16,56,259
4337,24/03/2022,06:04:00 a. m.,38,65,421
4338,24/03/2022,06:05:00 a. m.,77,25,82
4339,24/03/2022,06:06:00 a. m.,117,308,250
4340,24/03/2022,06:07:00 a. m.,94,450,10
4341,24/03/2022,06:08:00 a. m.,70,434,136
4342,24/03/2022,06:09:00 a. m.,107,1061,102
4343,24/03/2022,06:10:00 a. m.,52,1199,125
4344,24/03/2022,06:11:00 a. m.,79,577,385
4345,24/03/2022,06:12:00 a. m.,10,1243,146
4346,24/03/2022,06:13:00 a. m.,95,127,295
4347,24/03/2022,06:14:00 a. m.,1,925,432
4348,24/03/2022,06:15:00 a. m.,110,524,316
4349,24/03/2022,06:16:00 a. m.,43,248,210
4350,24/03/2022,06:17:00 a. m.,108,189,335
4351,24/03/2022,06:18:00 a. m.,90,252,226
4352,24/03/2022,06:19:00 a. m.,92,864,220
4353,24/03/2022,06:20:00 a. m.,55,614,272
4354,24/03/2022,06:21:00 a. m.,9,907,223
4355,24/03/2022,06:22:00 a. m.,88,204,345
4356,24/03/2022,06:23:00 a. m.,127,313,81
4357,24/03/2022,06:24:00 a. m.,2,1059,5
4358,24/03/2022,06:25:00 a. m.,103,793,23
4359,24/03/2022,06:26:00 a. m.,80,593,171
4360,24/03/2022,06:27:00 a. m.,86,98,36
4361,24/03/2022,06:28:00 a. m.,26,523,216
4362,24/03/2022,06:29:00 a. m.,112,682,379
4363,24/03/2022,06:30:00 a. m.,94,918,55
4364,24/03/2022,06:31:00 a. m.,149,184,371
4365,24/03/2022,06:32:00 a. m.,115,624,374
4366,24/03/2022,06:33:00 a. m.,1,352,227
4367,24/03/2022,06:34:00 a. m.,11,1163,40
4368,24/03/2022,06:35:00 a. m.,122,559,34
4369,24/03/2022,06:36:00 a. m.,108,217,43
4370,24/03/2022,06:37:00 a. m.,92,330,132
4371,24/03/2022,06:38:00 a. m.,77,1169,334
4372,24/03/2022,06:39:00 a. m.,126,1201,13
4373,24/03/2022,06:40:00 a. m.,24,496,416
4374,24/03/2022,06:41:00 a. m.,20,467,252
4375,24/03/2022,06:42:00 a. m.,123,306,287
4376,24/03/2022,06:43:00 a. m.,58,867,149
4377,24/03/2022,06:44:00 a. m.,33,1165,176
4378,24/03/2022,06:45:00 a. m.,64,837,367
4379,24/03/2022,06:46:00 a. m.,98,964,274
4380,24/03/2022,06:47:00 a. m.,11,680,65
4381,24/03/2022,06:48:00 a. m.,90,1006,281
4382,24/03/2022,06:49:00 a. m.,126,19,343
4383,24/03/2022,06:50:00 a. m.,32,1046,291
4384,24/03/2022,06:51:00 a. m.,8,845,372
4385,24/03/2022,06:52:00 a. m.,116,39,324
4386,24/03/2022,06:53:00 a. m.,144,381,30
4387,24/03/2022,06:54:00 a. m.,102,51,155
4388,24/03/2022,06:55:00 a. m.,129,1007,184
4389,24/03/2022,06:56:00 a. m.,99,1106,264
4390,24/03/2022,06:57:00 a. m.,128,148,298
4391,24/03/2022,06:58:00 a. m.,126,629,52
4392,24/03/2022,06:59:00 a. m.,137,1133,422
4393,24/03/2022,07:00:00 a. m.,3,991,276
4394,24/03/2022,07:01:00 a. m.,5,607,363
4395,24/03/2022,07:02:00 a. m.,78,1096,395
4396,24/03/2022,07:03:00 a. m.,121,628,248
4397,24/03/2022,07:04:00 a. m.,9,531,213
4398,24/03/2022,07:05:00 a. m.,103,55,334
4399,24/03/2022,07:06:00 a. m.,83,1138,263
4400,24/03/2022,07:07:00 a. m.,55,1151,283
4401,24/03/2022,07:08:00 a. m.,91,177,318
4402,24/03/2022,07:09:00 a. m.,59,903,251
4403,24/03/2022,07:10:00 a. m.,104,328,246
4404,24/03/2022,07:11:00 a. m.,74,1130,309
4405,24/03/2022,07:12:00 a. m.,113,371,150
4406,24/03/2022,07:13:00 a. m.,147,783,166
4407,24/03/2022,07:14:00 a. m.,69,500,197
4408,24/03/2022,07:15:00 a. m.,154,388,361
4409,24/03/2022,07:16:00 a. m.,120,256,429
4410,24/03/2022,07:17:00 a. m.,154,57,132
4411,24/03/2022,07:18:00 a. m.,127,71,269
4412,24/03/2022,07:19:00 a. m.,83,506,391
4413,24/03/2022,07:20:00 a. m.,39,558,378
4414,24/03/2022,07:21:00 a. m.,143,759,409
4415,24/03/2022,07:22:00 a. m.,28,335,118
4416,24/03/2022,07:23:00 a. m.,9,991,202
4417,24/03/2022,07:24:00 a. m.,89,460,58
4418,24/03/2022,07:25:00 a. m.,41,349,355
4419,24/03/2022,07:26:00 a. m.,106,859,1
4420,24/03/2022,07:27:00 a. m.,68,306,216
4421,24/03/2022,07:28:00 a. m.,134,748,335
4422,24/03/2022,07:29:00 a. m.,67,213,247
4423,24/03/2022,07:30:00 a. m.,132,933,401
4424,24/03/2022,07:31:00 a. m.,132,1203,57
4425,24/03/2022,07:32:00 a. m.,53,864,192
4426,24/03/2022,07:33:00 a. m.,12,856,396
4427,24/03/2022,07:34:00 a. m.,133,1163,349
4428,24/03/2022,07:35:00 a. m.,5,955,158
4429,24/03/2022,07:36:00 a. m.,96,730,101
4430,24/03/2022,07:37:00 a. m.,9,1059,3
4431,24/03/2022,07:38:00 a. m.,138,594,36
4432,24/03/2022,07:39:00 a. m.,47,991,61
4433,24/03/2022,07:40:00 a. m.,151,432,222
4434,24/03/2022,07:41:00 a. m.,128,125,239
4435,24/03/2022,07:42:00 a. m.,148,349,189
4436,24/03/2022,07:43:00 a. m.,133,45,365
4437,24/03/2022,07:44:00 a. m.,39,464,267
4438,24/03/2022,07:45:00 a. m.,110,1066,292
4439,24/03/2022,07:46:00 a. m.,100,597,172
4440,24/03/2022,07:47:00 a. m.,84,606,218
4441,24/03/2022,07:48:00 a. m.,121,498,259
4442,24/03/2022,07:49:00 a. m.,80,75,374
4443,24/03/2022,07:50:00 a. m.,30,1023,158
4444,24/03/2022,07:51:00 a. m.,106,651,115
4445,24/03/2022,07:52:00 a. m.,116,472,57
4446,24/03/2022,07:53:00 a. m.,19,869,233
4447,24/03/2022,07:54:00 a. m.,105,480,254
4448,24/03/2022,07:55:00 a. m.,31,235,195
4449,24/03/2022,07:56:00 a. m.,78,28,346
4450,24/03/2022,07:57:00 a. m.,70,767,357
4451,24/03/2022,07:58:00 a. m.,80,22,164
4452,24/03/2022,07:59:00 a. m.,137,796,23
4453,24/03/2022,08:00:00 a. m.,36,325,40
4454,24/03/2022,08:01:00 a. m.,146,127,289
4455,24/03/2022,08:02:00 a. m.,112,426,86
4456,24/03/2022,08:03:00 a. m.,10,877,315
4457,24/03/2022,08:04:00 a. m.,30,967,387
4458,24/03/2022,08:05:00 a. m.,10,408,257
4459,24/03/2022,08:06:00 a. m.,129,75,329
4460,24/03/2022,08:07:00 a. m.,47,865,367
4461,24/03/2022,08:08:00 a. m.,87,217,342
4462,24/03/2022,08:09:00 a. m.,153,876,302
4463,24/03/2022,08:10:00 a. m.,62,1243,417
4464,24/03/2022,08:11:00 a. m.,88,851,359
4465,24/03/2022,08:12:00 a. m.,38,1053,282
4466,24/03/2022,08:13:00 a. m.,22,1242,366
4467,24/03/2022,08:14:00 a. m.,119,172,19
4468,24/03/2022,08:15:00 a. m.,128,422,243
4469,24/03/2022,08:16:00 a. m.,72,704,188
4470,24/03/2022,08:17:00 a. m.,119,85,414
4471,24/03/2022,08:18:00 a. m.,19,342,163
4472,24/03/2022,08:19:00 a. m.,116,1224,141
4473,24/03/2022,08:20:00 a. m.,72,467,201
4474,24/03/2022,08:21:00 a. m.,17,612,48
4475,24/03/2022,08:22:00 a. m.,107,475,93
4476,24/03/2022,08:23:00 a. m.,71,175,186
4477,24/03/2022,08:24:00 a. m.,128,1148,168
4478,24/03/2022,08:25:00 a. m.,39,267,396
4479,24/03/2022,08:26:00 a. m.,103,927,216
4480,24/03/2022,08:27:00 a. m.,150,155,207
4481,24/03/2022,08:28:00 a. m.,39,1226,426
4482,24/03/2022,08:29:00 a. m.,23,216,41
4483,24/03/2022,08:30:00 a. m.,125,1117,356
4484,24/03/2022,08:31:00 a. m.,52,335,355
4485,24/03/2022,08:32:00 a. m.,96,1178,164
4486,24/03/2022,08:33:00 a. m.,40,640,384
4487,24/03/2022,08:34:00 a. m.,136,775,138
